11-SEP-2023,G,A,M50001,M,10022,C,IFSC102,FUTIDX,NIFTY,28-SEP-2023,   0.0000,FF,0,39,1550640.00,0,     0.00,0,     0.00,10,398427.00,29,-1152213.00,0,     0.00,0,0,29,-1152213.00,0,     0.00,20046.00,     0.00, 10455.00,     0.00,     0.00
11-SEP-2023,G,A,M50001,M,10022,C,IFSC106,FUTIDX,NIFTY,28-SEP-2023,   0.0000,FF,0,5,198800.00,0,     0.00,996,39830669.00,989,39553589.00,12,-475880.00,0,     0.00,0,0,12,-475880.00,0,     0.00,20046.00,     0.00,  5224.00,     0.00,     0.00
11-SEP-2023,G,A,M50001,M,10022,P,10022,FUTIDX,NIFTY,28-SEP-2023,   0.0000,FF,0,10,397600.00,0,     0.00,0,     0.00,10,400050.00,0,     0.00,0,  2450.00,0,0,0,     0.00,0,  2450.00,20046.00,     0.00,  2450.00,     0.00,     0.00
